Username,nums,category
rtcardoso,40,/Computers & Electronics/Programming /Science/Computer Science
oliviamasseypr,38,/Finance/Investing
evelee17,32,/Arts & Entertainment/TV & Video/TV Shows & Programs
badyr4u,22,/Finance/Credit & Lending/Loans
eshimumukae,21,/Health
ShridharSamant,43,/Arts & Entertainment/Music & Audio /Arts & Entertainment/Movies
rjmills87,26,/Arts & Entertainment/Music & Audio
rjmills87,21,/Sports/Team Sports/Soccer /News/Sports News
kiran_balthi,52,/Sports/Team Sports/Soccer /News/Sports News
EssDotJy,45,/Arts & Entertainment/Movies /Arts & Entertainment/Music & Audio/World Music
DanielJ2029,27,/Games /Arts & Entertainment
CAPTAINPLANETGH,23,/Arts & Entertainment/Movies
VictorTiglao,49,/Arts & Entertainment/Visual Art & Design
leephil_,20,/Sports/Team Sports/Cricket
leephil_,25,/Arts & Entertainment/TV & Video/TV Shows & Programs
leephil_,30,/Sports/Team Sports/Cricket
leephil_,39,/Sports/Team Sports/Cricket
leephil_,33,/Sports/Team Sports/Cricket /News/Sports News
EssDotJy,33,/News
CAPTAINPLANETGH,40,/News/Politics
lynnhutton,23,/Law & Government/Legal/Legal Services /Law & Government/Government
smcarter,46,/Online Communities
VictorTiglao,50,/Arts & Entertainment
rtcardoso,38,/Computers & Electronics/Programming /Science/Computer Science
Save_Adna,48,/Law & Government/Government
oliviamasseypr,44,/People & Society/Social Issues & Advocacy /Shopping
VictorTiglao,22,/Health/Health Conditions/Infectious Diseases /Health/Public Health /Law & Government/Public Safety /Health/Medical Facilities & Services/Medical Procedures
eshimumukae,20,/Arts & Entertainment
Save_Adna,46,/Law & Government
ShridharSamant,46,/People & Society/Family & Relationships
leephil_,25,/Games/Gambling
eshimumukae,34,/Arts & Entertainment
EssDotJy,29,/Business & Industrial/Construction & Maintenance
EssDotJy,33,/Computers & Electronics/Software
EssDotJy,28,/Games/Computer & Video Games
iam_rouf_mohd,46,/People & Society
BOSHYGAMER32,34,/Games/Computer & Video Games /Computers & Electronics/Consumer Electronics/Game Systems & Consoles
BlueDressButler,24,/Arts & Entertainment/TV & Video/TV Shows & Programs
MAURWA,25,/Shopping/Apparel
Btruppert,21,/Internet & Telecom/Service Providers/Cable & Satellite Providers
Pokudee,20,/Arts & Entertainment/Music & Audio
rtcardoso,27,/Internet & Telecom/Mobile & Wireless
smcarter,32,/News/Politics /Arts & Entertainment
jackcullen2010,26,/Arts & Entertainment
VictorTiglao,33,/Arts & Entertainment/Music & Audio
hismighty_hand,56,/People & Society/Religion & Belief
hismighty_hand,44,/People & Society/Religion & Belief
comr_baba,36,/People & Society
sulaimananas45,36,/Finance
hanswealth,47,/Health/Health Conditions/Infectious Diseases
comr_baba,41,/People & Society/Social Issues & Advocacy /News/Politics
DanielM75354768,33,/Arts & Entertainment
mmtk99,59,/Internet & Telecom/Service Providers
Btruppert,20,/Internet & Telecom/Service Providers
Btruppert,20,/Computers & Electronics /Shopping/Consumer Resources /Internet & Telecom/Service Providers
sethrc,40,/Internet & Telecom/Service Providers
Save_Adna,43,/People & Society/Religion & Belief
Abbahtiey,35,/Arts & Entertainment
Save_Adna,36,/Sensitive Subjects /Law & Government
cabygsg22,29,/Arts & Entertainment/Music & Audio/Music Reference
Shaurya57018213,31,/Arts & Entertainment/Movies /Arts & Entertainment/Music & Audio/World Music
HobbsJeanne,23,/Law & Government/Government
AshishT64898181,28,/Law & Government/Legal
oliviamasseypr,30,/People & Society/Religion & Belief
comr_baba,24,/Health
eshimumukae,33,/Arts & Entertainment/Humor
Save_Adna,29,/Sensitive Subjects
JUGGERNAUTxJOE,21,/Arts & Entertainment/TV & Video/Online Video /Arts & Entertainment/Online Media
kattieamya1,28,/Arts & Entertainment
Save_Adna,20,/Jobs & Education/Education/Colleges & Universities
Yosha_tw,41,/Arts & Entertainment /Games/Computer & Video Games
VictorTiglao,35,/Arts & Entertainment
badyr4u,25,/Arts & Entertainment
Moon_Hunt89,22,/Games/Computer & Video Games/Strategy Games
stealther931,49,/Arts & Entertainment
stealther931,42,/Finance
comr_baba,21,/People & Society
comr_baba,40,/Arts & Entertainment
debipwannabe,30,/Arts & Entertainment
BOSHYGAMER32,26,/Games/Computer & Video Games
oliviamasseypr,31,/Finance
eiji_sato_79,32,/Pets & Animals/Wildlife /Hobbies & Leisure
eiji_sato_79,28,/Law & Government/Government
eiji_sato_79,34,/News/Politics
eiji_sato_79,36,/Law & Government/Government
eiji_sato_79,50,/Online Communities/Social Networks
eiji_sato_79,43,/News
eiji_sato_79,36,/Health
eiji_sato_79,46,/News/Politics
eiji_sato_79,41,/Law & Government
debipwannabe,20,/People & Society
BOSHYGAMER32,31,/Arts & Entertainment
CAPTAINPLANETGH,23,/Arts & Entertainment/Music & Audio/Urban & Hip-Hop
stealther931,21,/Arts & Entertainment
Tunde_007,20,/News
aye_kondeh,37,/Arts & Entertainment /Games
CCW636,20,/Arts & Entertainment
Abdu_llah33,42,/News/Politics
XIFORCE11,55,/Sensitive Subjects
comr_baba,49,/People & Society
OnyesoPrecious1,27,/Arts & Entertainment
rtcardoso,34,/Business & Industrial
smcarter,42,/Arts & Entertainment
smcarter,43,/Arts & Entertainment
AnjanXword,20,/News/Sports News /Sports/Team Sports
Shoebox20,26,/Arts & Entertainment
debipwannabe,21,/News/Politics /Arts & Entertainment
DanielM75354768,32,/Arts & Entertainment
DanielM75354768,25,/Arts & Entertainment/Music & Audio
DanielM75354768,26,/Arts & Entertainment
DanielM75354768,23,/News
DanielM75354768,40,/Arts & Entertainment/Music & Audio/Rock Music
DanielM75354768,21,/Arts & Entertainment
DanielM75354768,20,/Arts & Entertainment/Online Media/Online Image Galleries
DanielM75354768,43,/Sensitive Subjects
DanielM75354768,24,/People & Society/Religion & Belief
DanielM75354768,25,/Arts & Entertainment/Music & Audio/Rock Music
pmoir79,36,/Arts & Entertainment/Events & Listings/Movie Listings & Theater Showtimes /Arts & Entertainment/Movies
rjmills87,25,/Arts & Entertainment/Humor
jackcullen2010,25,/Games/Computer & Video Games /Computers & Electronics/Consumer Electronics/Game Systems & Consoles
hanswealth,41,/Health
BOSHYGAMER32,52,/Games/Computer & Video Games /Computers & Electronics
Save_Adna,42,/People & Society
VigneshN1997,33,/Sports/Team Sports/Cricket /News
shimarose_ym,28,/People & Society/Religion & Belief
smcarter,22,/People & Society/Social Sciences /Reference
smcarter,23,/People & Society/Religion & Belief
oliviamasseypr,37,/Finance
VictorTiglao,37,/People & Society
MAURWA,22,/People & Society/Family & Relationships
MAURWA,22,/Arts & Entertainment/Humor
digitalmarvels,31,/People & Society
digitalmarvels,23,/Adult /People & Society
shantanuvaichal,24,/Arts & Entertainment/TV & Video/Online Video /Arts & Entertainment/Online Media
eshimumukae,20,/Arts & Entertainment
BOSHYGAMER32,28,/Arts & Entertainment
hanswealth,24,/Arts & Entertainment/Humor
shimarose_ym,49,/People & Society/Religion & Belief
KvnqSpencer,25,/Finance
pmoir79,31,/Arts & Entertainment/Movies /Arts & Entertainment/Events & Listings/Movie Listings & Theater Showtimes
j_a_j_u_a_n,20,/News/Politics
j_a_j_u_a_n,20,/News/Politics
stealther931,42,/Reference/Language Resources/Foreign Language Resources
EssDotJy,58,/Arts & Entertainment
DanielM75354768,40,/Arts & Entertainment
Innevawetrust,20,/Arts & Entertainment/Music & Audio/Rock Music
huzemaqyum,20,/Finance
jhay_pappy,35,/Autos & Vehicles
ShridharSamant,23,/Sports
PRAVESH75775147,48,/Law & Government
PRAVESH75775147,48,/Law & Government
PRAVESH75775147,48,/Law & Government
PRAVESH75775147,48,/Law & Government
nicottorres1,31,/Beauty & Fitness/Fitness
nicottorres1,39,/Beauty & Fitness/Fitness
nicottorres1,49,/Beauty & Fitness
nicottorres1,65,/Beauty & Fitness/Fitness
damilare0900,21,/People & Society/Religion & Belief
hismighty_hand,20,/People & Society/Religion & Belief
HobbsJeanne,27,/News/Politics
XIFORCE11,42,/Law & Government/Government /News/Politics
eiji_sato_79,48,/Sensitive Subjects /News
AnjanXword,24,/Games /Sports
AnjanXword,24,/Games /Sports
horlaryhinkar1,27,/Sports/Team Sports/Soccer
DigifyPC,20,/Business & Industrial/Construction & Maintenance/Building Materials & Supplies /Home & Garden/Home Improvement
DanielM75354768,59,/Business & Industrial
eshimumukae,30,/Arts & Entertainment
lateef7311,44,/Arts & Entertainment
itsmrjewel,21,/Arts & Entertainment
oliviamasseypr,43,/Arts & Entertainment/Movies
WillLandrumSC,20,/Sensitive Subjects
debipwannabe,34,/Arts & Entertainment/TV & Video
WalterW44308511,24,/Arts & Entertainment
HobbsJeanne,30,/Travel/Air Travel /Business & Industrial/Transportation & Logistics
lateef7311,33,/Arts & Entertainment
BlueDressButler,21,/Arts & Entertainment/TV & Video/TV Shows & Programs
pmoir79,27,/Arts & Entertainment
smcarter,38,/People & Society/Religion & Belief
debipwannabe,28,/Sensitive Subjects /News /Law & Government
debipwannabe,20,/Law & Government/Government /News/Politics
debipwannabe,21,/Law & Government/Legal
debipwannabe,25,/News/Politics
debipwannabe,29,/News/Politics
mmtk99,30,/Computers & Electronics/Consumer Electronics /Internet & Telecom/Mobile & Wireless/Mobile Phones
DanielM75354768,21,/Arts & Entertainment/Music & Audio
BlueDressButler,20,/Arts & Entertainment/Movies /News /Arts & Entertainment/Celebrities & Entertainment News
pmoir79,29,/Arts & Entertainment /Business & Industrial
pmoir79,41,/Arts & Entertainment/Movies /Arts & Entertainment/Events & Listings/Movie Listings & Theater Showtimes
pmoir79,22,/Arts & Entertainment/Movies /Arts & Entertainment/Events & Listings/Movie Listings & Theater Showtimes
Moon_Hunt89,21,/Computers & Electronics/Software
Moon_Hunt89,20,/Internet & Telecom/Mobile & Wireless
eshimumukae,26,/Law & Government/Public Safety
kiran_balthi,26,/Arts & Entertainment
AshishT64898181,27,/Law & Government/Government/Visa & Immigration
kiran_balthi,28,/Sports
BOSHYGAMER32,55,/Games
badyr4u,21,/Arts & Entertainment/Music & Audio
KarolinaGoGetta,44,/Arts & Entertainment
smcarter,43,/Arts & Entertainment
Calvinofficia,21,/Arts & Entertainment/Humor
VictorTiglao,21,/Online Communities /Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons
Richard28536953,29,/Business & Industrial /Finance/Investing/Stocks & Bonds /News/Business News/Financial Markets News
Tpape85,22,/Arts & Entertainment
Abdu_llah33,42,/News/Politics
mmtk99,41,/People & Society/Social Issues & Advocacy
TimHundley4All,32,/Arts & Entertainment
grantstell,22,/Online Communities
Crypto_Neews,24,/Online Communities/Virtual Worlds
hismighty_hand,34,/People & Society/Religion & Belief
Luv2Trk1,22,/Internet & Telecom
Luv2Trk1,24,/Computers & Electronics
aye_kondeh,46,/Arts & Entertainment
aye_kondeh,46,/Arts & Entertainment
BOSHYGAMER32,29,/Games/Computer & Video Games /Computers & Electronics/Consumer Electronics/Game Systems & Consoles
oliviamasseypr,38,/Arts & Entertainment
mmtk99,25,/Computers & Electronics /Internet & Telecom
Dossantos1107,20,/Business & Industrial
nicottorres1,35,/Food & Drink/Beverages
oliviamasseypr,38,/Arts & Entertainment
oliviamasseypr,21,/Hobbies & Leisure/Merit Prizes & Contests /Arts & Entertainment
oliviamasseypr,29,/Arts & Entertainment
lynnhutton,25,/Law & Government/Government
oliviamasseypr,21,/Hobbies & Leisure/Special Occasions
oliviamasseypr,34,/Shopping/Gifts & Special Event Items /Hobbies & Leisure/Special Occasions
Luv2Trk1,22,/Food & Drink/Beverages
Innevawetrust,24,/Sports/Team Sports/Basketball
mmtk99,46,/Arts & Entertainment
BOSHYGAMER32,20,/Arts & Entertainment
Peggymc20,22,/People & Society
smcarter,29,/People & Society/Religion & Belief
smcarter,51,/People & Society/Religion & Belief
debipwannabe,35,/News/Politics /Arts & Entertainment
debipwannabe,22,/Arts & Entertainment
Richard28536953,38,/Computers & Electronics
Save_Adna,47,/Sensitive Subjects
Luv2Trk1,31,/Law & Government/Legal /Law & Government/Public Safety
kiran_balthi,20,/Arts & Entertainment
BOSHYGAMER32,20,/Games/Computer & Video Games/Shooter Games
BOSHYGAMER32,26,/Arts & Entertainment
BOSHYGAMER32,33,/Games/Computer & Video Games
smcarter,49,/People & Society/Religion & Belief
ShridharSamant,30,/Sports/Team Sports/Cricket /News/Sports News
Save_Adna,37,/Law & Government/Public Safety/Crime & Justice
WalterW44308511,32,/Arts & Entertainment
comr_baba,20,/People & Society/Religion & Belief
O5ai,28,/People & Society
Crypto_Neews,54,/Finance/Investing/Stocks & Bonds
idu_jude,33,/Finance/Investing/Currencies & Foreign Exchange
btcdajjal,42,/Finance/Investing
shantanuvaichal,21,/Law & Government/Government/Visa & Immigration
evelee17,30,/Arts & Entertainment /Sensitive Subjects
VictorTiglao,51,/Arts & Entertainment
MAURWA,20,/Sports/Team Sports/Soccer
OnyesoPrecious1,33,/Arts & Entertainment
WalterW44308511,29,/Arts & Entertainment
O5ai,45,/Business & Industrial/Energy & Utilities/Renewable & Alternative Energy
iwajid62,20,/Internet & Telecom/Service Providers
Btruppert,22,/Arts & Entertainment
tricky67145712,22,/Arts & Entertainment/Online Media /Online Communities/Virtual Worlds /Games/Online Games/Massively Multiplayer Games /Games/Roleplaying Games
evelee17,20,/Arts & Entertainment
CAPTAINPLANETGH,33,/Shopping/Apparel
evelee17,29,/Sports/Team Sports/Baseball
joes_sir,21,/Home & Garden/Kitchen & Dining/Cookware & Diningware
ympskills,25,/Arts & Entertainment /Sensitive Subjects
idu_jude,23,/Arts & Entertainment/Music & Audio/Rock Music
idu_jude,39,/Internet & Telecom/Service Providers
evelee17,21,/Arts & Entertainment
hanswealth,23,/Arts & Entertainment/Celebrities & Entertainment News /News
eshimumukae,25,/News/Politics
eshimumukae,34,/Arts & Entertainment/Music & Audio/World Music
JUGGERNAUTxJOE,22,/Computers & Electronics/Computer Hardware/Laptops & Notebooks
JUGGERNAUTxJOE,23,/Computers & Electronics
XIFORCE11,56,/News
debipwannabe,21,/Arts & Entertainment
aye_kondeh,20,/Sports
aye_kondeh,30,/Arts & Entertainment
gbeduoflife,20,/People & Society
Abbahtiey,21,/Arts & Entertainment
BOSHYGAMER32,33,/Games/Computer & Video Games/Sandbox Games
grantstell,21,/Finance/Investing
mmtk99,28,/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons
shaneblyth,21,/Computers & Electronics
Shoebox20,23,/Sports/Team Sports
ympskills,24,/Arts & Entertainment
hanswealth,23,/Arts & Entertainment
horlaryhinkar1,39,/Arts & Entertainment
ShridharSamant,22,/Arts & Entertainment
OLUWAFEMIMAKAN2,48,/People & Society/Religion & Belief
kiran_balthi,53,/Sports/Team Sports/Soccer /News/Sports News
kiran_balthi,24,/Sports/Team Sports/Soccer /News/Sports News
hismighty_hand,25,/People & Society/Religion & Belief
BOSHYGAMER32,28,/Games/Computer & Video Games
joes_sir,25,/Arts & Entertainment/Music & Audio
iwajid62,23,/Hobbies & Leisure/Water Activities
DanielM75354768,32,/Home & Garden/Home Improvement
KarolinaGoGetta,30,/Arts & Entertainment/Music & Audio/Urban & Hip-Hop /Arts & Entertainment/Online Media /Arts & Entertainment/Music & Audio/Music Streams & Downloads
JUGGERNAUTxJOE,21,/Health/Health Conditions/Infectious Diseases
rjmills87,23,/Sports/Team Sports/Soccer
rjmills87,20,/Sports/Team Sports
rjmills87,50,/Sports
rjmills87,24,/Arts & Entertainment
rjmills87,40,/Arts & Entertainment
JeffDearing8,22,/News/Politics
debipwannabe,35,/People & Society/Social Issues & Advocacy
MAURWA,23,/Sports/Team Sports/Soccer /News/Sports News
grantstell,27,/Arts & Entertainment/TV & Video/TV Shows & Programs
hybrazil,22,/People & Society/Social Sciences /Reference
KvnqSpencer,37,/Arts & Entertainment
grantstell,22,/Arts & Entertainment
BOSHYGAMER32,33,/Computers & Electronics/Computer Hardware/Laptops & Notebooks
Abbahtiey,45,/People & Society/Religion & Belief
smcarter,25,/Arts & Entertainment
smcarter,41,/Books & Literature
smcarter,54,/Arts & Entertainment/Music & Audio
smcarter,37,/Arts & Entertainment
smcarter,51,/Arts & Entertainment
smcarter,42,/Arts & Entertainment
smcarter,30,/Arts & Entertainment
Abbahtiey,20,/People & Society/Religion & Belief /Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events
smcarter,51,/People & Society/Religion & Belief
smcarter,48,/Arts & Entertainment
smcarter,43,/Arts & Entertainment/Music & Audio/Rock Music
IamAkib,26,/Hobbies & Leisure /Sports/Individual Sports
smcarter,20,/People & Society
smcarter,36,/Arts & Entertainment
smcarter,50,/People & Society/Religion & Belief
kiran_balthi,37,/News
Abbahtiey,24,/People & Society/Religion & Belief
ympskills,27,/Arts & Entertainment/Music & Audio
Luv2Trk1,35,/Sports/Combat Sports
Luv2Trk1,49,/Arts & Entertainment/TV & Video/Online Video /Internet & Telecom
snr98355,22,/Health/Health Conditions/Infectious Diseases /Law & Government/Public Safety /Health/Public Health /Health/Medical Facilities & Services/Medical Procedures
aye_kondeh,31,/Sports/Team Sports
BOSHYGAMER32,50,/Games/Computer & Video Games /Computers & Electronics
DanielM75354768,22,/Arts & Entertainment/Music & Audio/Rock Music
Save_Adna,43,/People & Society
Save_Adna,39,/Law & Government/Military
Save_Adna,46,/Sensitive Subjects
Save_Adna,42,/Sensitive Subjects
Save_Adna,51,/Sensitive Subjects /People & Society
Save_Adna,42,/Arts & Entertainment
EssDotJy,26,/Home & Garden
Save_Adna,42,/Sensitive Subjects
Save_Adna,38,/Law & Government/Public Safety/Crime & Justice
Draydxc,23,/Arts & Entertainment/Online Media /Games/Computer & Video Games
LamacoBashaar,37,/Sports/Team Sports/American Football
debipwannabe,32,/Arts & Entertainment
Save_Adna,39,/Law & Government/Government
debipwannabe,36,/Arts & Entertainment
Amo087,21,/Food & Drink/Beverages/Alcoholic Beverages /Arts & Entertainment
Crypto_Neews,22,/Arts & Entertainment
stealther931,58,/Arts & Entertainment
SusanG09092,26,/News
lynnhutton,43,/Business & Industrial/Energy & Utilities
eiji_sato_79,34,/Sensitive Subjects
eiji_sato_79,46,/News /Computers & Electronics /Science/Engineering & Technology
eiji_sato_79,53,/News /Science /Business & Industrial
eiji_sato_79,54,/News /Science/Engineering & Technology /Computers & Electronics/Computer Security/Hacking & Cracking
eiji_sato_79,54,/News /Science/Engineering & Technology /Computers & Electronics/Computer Security/Hacking & Cracking
sidneyaulds,53,/Online Communities
Richard28536953,32,/Finance/Investing
eiji_sato_79,47,/Sensitive Subjects
eiji_sato_79,45,/Sensitive Subjects
eiji_sato_79,45,/Sensitive Subjects
eiji_sato_79,52,/Arts & Entertainment/Music & Audio
eiji_sato_79,54,/Online Communities/Social Networks /Online Communities/Blogging Resources & Services
eiji_sato_79,54,/Online Communities/Social Networks /Online Communities/Blogging Resources & Services
eiji_sato_79,52,/Online Communities
eiji_sato_79,45,/Online Communities
smcarter,20,/People & Society/Family & Relationships
Sue4837,55,/People & Society/Social Issues & Advocacy
ShridharSamant,21,/People & Society
pmoir79,20,/Arts & Entertainment/Entertainment Industry/Film & TV Industry /Arts & Entertainment/Movies
hanswealth,37,/Finance/Investing
hanswealth,35,/People & Society/Religion & Belief
hanswealth,37,/Finance/Credit & Lending
hanswealth,46,/Finance
hanswealth,34,/Arts & Entertainment
hanswealth,27,/Arts & Entertainment
jhay_pappy,30,/Arts & Entertainment/Music & Audio/Urban & Hip-Hop
huzemaqyum,20,/Finance/Banking
VictorTiglao,21,/People & Society /News/Politics
DanielM75354768,37,/Health/Health Conditions/Infectious Diseases /Law & Government/Public Safety /Health/Public Health /Health/Medical Facilities & Services/Medical Procedures
DanielM75354768,21,/Arts & Entertainment/Humor
Save_Adna,36,/Law & Government/Government
aye_kondeh,23,/Arts & Entertainment
lateef7311,22,/Arts & Entertainment
evelee17,25,/Sports/Team Sports/Baseball
eshimumukae,22,/Arts & Entertainment/TV & Video
hismighty_hand,45,/Arts & Entertainment
Save_Adna,46,/Sensitive Subjects
Save_Adna,38,/Health
Save_Adna,41,/Games/Computer & Video Games
Save_Adna,31,/People & Society/Social Issues & Advocacy
Save_Adna,40,/Sensitive Subjects
Save_Adna,35,/Sensitive Subjects
Save_Adna,23,/News/Politics /People & Society
Save_Adna,40,/Law & Government/Government
Save_Adna,29,/Law & Government
Save_Adna,38,/News/Politics
Save_Adna,42,/Law & Government/Government
Save_Adna,32,/Law & Government/Government /News/Politics
Save_Adna,35,/Jobs & Education/Education
Save_Adna,33,/Law & Government /People & Society/Social Issues & Advocacy
Save_Adna,41,/People & Society/Social Issues & Advocacy
Save_Adna,40,/Law & Government/Government
Save_Adna,34,/Law & Government /Travel/Air Travel
Save_Adna,36,/Business & Industrial
Save_Adna,35,/Law & Government
Save_Adna,49,/Hobbies & Leisure
Save_Adna,39,/Health
Save_Adna,21,/People & Society/Religion & Belief
Save_Adna,24,/News
O5ai,27,/People & Society/Religion & Belief
eshimumukae,26,/Sports/Team Sports/Soccer /News/Sports News
smcarter,41,/People & Society/Religion & Belief
KarolinaGoGetta,27,/Arts & Entertainment/Music & Audio/Urban & Hip-Hop
rtcardoso,31,/Computers & Electronics/Programming /Science/Computer Science
MAURWA,22,/People & Society/Family & Relationships/Troubled Relationships
comr_baba,23,/People & Society/Family & Relationships/Troubled Relationships
oliviamasseypr,21,/Arts & Entertainment
